CNTSTUID,AGE,RESILIENCE,COMPETE,GFOFAIL,HISEI,HEDRES,PARED,SCREADCOMP,SCREADDIFF,JOYREAD,STIMREAD,TMINS,ST188Q01HA,ST188Q02HA,ST188Q03HA,ST188Q06HA,ST188Q07HA,ST183Q01HA,ST183Q02HA,ST183Q03HA,reading_fluency,ST184Q01HA
55405454,15.83,-0.4292,-0.5707,0.1097,49.48,0.0477,12,0.1222,0.5082,0.8628,-1.3412,1560,3,3,2,2,4,2,3,3,17,2
55407857,15.33,-0.0614,0.571,0.4637,58.77,-0.8449,15,-1.497,0.409,-0.6535,-0.62,NA,3,3,3,3,3,3,3,3,7,3
55404603,16.17,0.7877,1.1811,-1.059,84.14,1.1793,15,0.1222,-1.8876,-0.6278,-0.62,1320,4,3,3,3,4,3,1,2,16,2
55404446,15.5,-0.0614,-0.2661,0.4637,33.76,-1.6145,14,-0.4419,-0.0697,-1.1538,0.5102,NA,3,3,3,3,3,3,3,3,13,3
55406183,15.83,-0.0614,0.1956,-0.687,65.12,-0.8449,15,0.1222,0.9065,-1.3214,0.5102,1350,3,3,3,3,3,2,2,2,16,3
55402680,16.17,-0.5176,0.1956,0.8207,30.59,-0.8449,10,0.1222,-0.556,-0.861,-1.515,1400,3,3,3,2,3,4,3,3,19,3
55403752,16.25,-1.0974,-0.2661,0.8207,68.7,0.2646,10,0.1222,-0.0697,-2.7114,0.5102,1260,3,3,2,2,2,4,3,3,14,3
55404649,15.58,-0.0614,-0.2661,-0.9295,20.95,0.0477,12,-0.849,0.3787,-0.5753,2.0871,1500,3,3,3,3,3,1,2,2,17,3
55403312,15.92,-0.0614,-0.9792,0.8794,81.92,1.1793,15,1.2374,-0.0362,1.6946,2.0871,1500,3,3,3,3,3,3,3,4,19,2
55405466,15.25,-0.7793,2.0054,0.4637,51.56,-1.0571,15,1.1971,-1.8876,0.3703,-1.2261,1750,2,2,3,3,3,3,3,3,16,1
55406298,16.17,-0.0614,0.1956,-1.8939,76.49,-0.8543,12,-1.0985,1.2421,-0.9873,0.5102,1450,3,3,3,3,3,1,1,1,16,3
55405272,15.58,1.2011,0.7262,-1.8939,21.64,-2.9896,10,-0.7391,0.7693,-2.7114,2.0871,1440,4,4,2,4,4,1,1,1,14,2
55406016,16,-0.0614,-0.2661,1.8905,76.49,1.1793,15,-1.4704,-0.0697,-0.6146,0.5102,1375,3,3,3,3,3,4,4,4,16,1
55400616,16.17,0.2883,-0.4112,0.4637,76.65,1.1793,15,-1.0985,1.2421,-0.3377,-0.62,1500,4,3,4,2,3,3,3,3,15,3
55402312,15.5,-0.5176,-0.5707,-0.4342,60.29,1.1793,15,-0.4089,1.2421,-1.1538,0.7551,2750,3,3,3,2,3,3,2,2,15,2
55403872,15.83,-0.0614,0.1956,0.4637,67.94,1.1793,15,0.1222,-0.524,-0.4389,0.5102,1500,3,3,3,3,3,3,3,3,10,2
55401814,15.75,-0.4684,0.1956,-0.2006,62.13,0.031,12,-1.0985,1.5715,0.2864,0.5102,NA,3,3,2,3,3,3,2,3,10,1
55406393,15.33,-1.7018,-0.6151,1.8905,48.13,-1.9183,10,1.8839,-1.8876,-0.0176,1.1847,NA,3,2,1,1,2,4,4,4,15,1
55406820,15.42,1.59,-1.7664,0.2734,30.34,1.1793,12,0.6994,-1.126,1.4712,0.7551,NA,4,3,4,4,4,4,2,4,12,1
55403437,16.17,-0.4684,-0.2661,-0.4342,76.65,-0.8243,12,0.1222,0.409,-0.7029,-0.0104,1320,3,3,2,3,3,3,2,2,12,2
55404409,16,-0.0614,0.1956,0.4637,60.92,1.1793,15,0.1222,0.5082,0.3252,-0.3302,NA,3,3,3,3,3,3,3,3,17,2
55405266,15.42,-0.0614,-0.2661,0.4637,68.7,1.1793,15,-0.4419,0.5082,-0.4556,0.5102,NA,3,3,3,3,3,3,3,3,18,3
55407066,15.83,0.2442,2.0054,-0.3288,69.24,1.1793,15,1.0657,-1.8876,0.1649,-2.3003,1265,4,3,4,3,2,1,2,4,17,1
55400046,15.83,-0.0614,-0.733,-0.3799,26.64,-1.1123,10,0.1222,-0.0362,-1.7421,-0.3605,3000,3,3,3,3,3,2,2,3,10,1
55400617,16,0.4152,2.0054,-0.3799,58.07,0.0477,14,0.1222,-0.0362,-0.1042,0.7869,1500,3,3,3,4,3,2,2,3,17,1
55406348,15.75,-0.096,0.571,1.8905,45.76,1.1793,NA,1.8839,-1.0064,-0.2008,-2.3003,2100,3,4,3,2,3,4,4,4,18,4
55405023,15.67,-0.5176,0.571,0.1097,58.07,-0.6853,14,0.1222,-1.0064,-0.5262,0.7869,NA,3,3,3,2,3,2,3,3,16,2
55404081,16.25,-0.0614,0.1956,0.4637,28.48,1.1793,10,0.1222,1.2421,0.8628,-0.62,NA,3,3,3,3,3,3,3,3,12,3
55401347,16.17,2.3693,-0.9792,-1.8939,84.14,0.0477,15,1.8839,-1.8876,1.5998000000000001,2.0871,NA,4,4,4,4,4,1,1,1,17,1
55401686,15.58,-0.8109,-0.4631,0.8794,57.03,-1.0118,10,-0.825,-0.0697,-2.7114,-2.3003,1650,3,3,2,2,3,3,3,4,16,3
55400289,15.83,-0.4684,-0.9792,-0.2006,57.03,0.0477,12,0.8214,-0.0697,1.5016,0.4105,1375,3,3,2,3,3,3,2,3,15,3
55401151,15.75,-0.5325,-1.4383,1.8905,78.86,-0.4903,15,0.1222,-0.1817,1.5482,1.4931,1680,3,4,2,3,2,4,4,4,18,1
55401256,15.75,0.399,0.6314,-0.1558,68.7,0.0477,15,-0.4089,1.2421,0.0127,-1.2261,1125,4,3,2,4,3,2,2,4,18,2
55402135,15.5,-0.8109,-0.5707,0.4637,68.7,1.1793,15,0.6994,-0.524,1.0123,0.4798,1250,3,3,2,2,3,3,3,3,19,1
55405056,15.75,-0.0614,0.571,-0.3799,51.56,1.1793,15,-0.4089,0.5371,-0.7413,-1.0705,NA,3,3,3,3,3,2,2,3,14,2
55407917,16.25,-0.4684,-0.733,0.1097,43.19,-2.9896,NA,-0.825,1.2421,-1.0322,-0.6575,NA,3,3,2,3,3,2,3,3,14,3
55401319,15.33,-0.4531,0.6314,-0.687,NA,-0.6853,10,-0.849,1.2421,-0.2704,-0.3335,NA,2,3,3,3,3,2,2,2,9,3
55401974,15.67,-0.0614,0.1956,0.4637,25.51,-1.6145,10,-1.3543,1.2421,0.3252,-0.62,1375,3,3,3,3,3,3,3,3,18,2
55402323,16.25,1.6438,-0.5707,1.8905,68.7,-1.1268,10,-0.1589,0.409,0.2381,0.7551,NA,3,4,4,4,4,4,4,4,18,4
55403158,16,1.6438,2.0054,0.855,NA,-1.0527,10,1.1971,1.0578,1.5806,1.4882,NA,3,4,4,4,4,4,4,1,10,4
55406957,16,0.0018,-0.733,1.3423,58.77,-1.3835,12,0.1222,0.409,0.1984,0.6521,NA,3,3,2,4,3,4,4,3,17,3
55407416,15.83,-0.8018,-2.345,1.0109,30.78,-0.4396,10,1.8839,2.7752,-1.2014,0.5102,1500,4,2,1,3,3,1,4,4,11,1
55401385,15.58,0.4027,0.7871,-0.7592,79.74,1.1793,15,1.2374,-0.0697,0.9908,0.8594,1800,3,3,4,2,4,3,2,1,18,1
55403139,16.08,-0.8738,-0.5707,0.052,70.34,1.1793,15,1.8839,-1.8876,0.5385,0.7551,1500,3,3,3,2,2,3,3,2,17,3
55405957,15.67,-0.0614,-0.2047,1.8905,72.3,0.0477,12,0.1919,0.5371,-0.7595,-0.6163,1440,3,3,3,3,3,4,4,4,19,1
55400015,15.42,0.4084,0.1956,0.052,80.75,1.1793,14,1.8839,-0.524,1.9404,1.1543,NA,3,4,NA,3,3,3,3,2,16,2
55401597,15.83,-0.0614,-0.5707,-1.1858,65.01,-0.9779,15,-0.7642,-0.0362,-0.2704,1.0383,1500,3,3,3,3,3,1,1,3,16,2
55405046,16,-0.0614,-0.5707,0.4637,14.64,0.1806,NA,-1.0985,0.9065,-0.1542,1.5391,1500,3,3,3,3,3,3,3,3,18,3
55400500,15.58,-0.0129,-0.2661,0.9109,63.31,-0.4903,14,1.8839,-0.524,1.0123,-0.62,NA,3,3,3,2,4,3,4,2,16,2
55404202,15.75,-2.1837,-2.345,1.8905,70.4,-0.8947,10,-2.4403,2.7752,-0.9873,0.0546,NA,2,2,1,1,1,4,4,4,17,4
55404492,15.83,-0.5536,-0.6888,-0.687,57.99,-1.2049,NA,-0.849,0.3787,-0.4556,0.5102,2280,3,3,3,3,2,2,2,2,15,2
55405248,15.67,-1.3413,0.7871,0.8794,50.9,-1.2049,15,-0.4419,0.409,-0.4718,-0.5068,1540,3,3,2,2,1,3,3,4,16,2
55404330,16,-0.0614,0.3709,0.052,NA,0.1806,15,-0.4089,0.5082,-0.1042,-0.62,720,3,3,3,3,3,3,3,2,11,2
55406079,15.92,1.6219,1.1811,0.8794,86.72,1.1793,15,1.8839,-0.556,1.5482,2.0871,NA,4,4,3,4,4,3,3,4,16,1
55405322,16.25,-0.0614,-0.6888,-1.1858,88.7,0.4433,15,-0.849,1.2421,-1.0322,-0.2336,1200,3,3,3,3,3,1,1,3,12,1
55407696,15.67,2.3693,-0.6888,1.8905,68.7,1.1793,12,0.1222,1.2421,0.2694,2.0871,1500,4,4,4,4,4,4,4,4,17,3
55401621,16,1.5024,0.7871,-0.3799,80.75,1.1793,12,0.6994,0.409,-1.7421,0.1526,1500,4,4,4,4,3,2,2,3,15,1
55407630,15.83,-0.5176,0.1956,-0.2006,51.56,-0.6853,15,1.2374,-1.8876,0.4627,-0.0999,1440,3,3,3,2,3,3,2,3,17,2
55400236,15.58,0.7761,0.1956,-0.4342,76.49,1.1793,15,0.1222,-1.8876,-0.2284,0.4764,1375,3,4,4,2,4,3,2,2,15,2
55401356,15.58,-0.8109,-0.5707,1.8905,72.27,1.1793,15,-1.0985,1.9635,0.1298,0.5102,1375,3,3,2,2,3,4,4,4,18,3
55405527,15.92,-0.4957,1.1811,1.8905,65.42,1.1793,14,1.2374,-0.524,0.7546,2.0004,1500,3,4,2,2,3,4,4,4,11,1
55407469,16.25,NA,-1.3898,NA,26.64,-1.2793,14,0.402,0.9315,1.4712,-0.3335,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA
55403610,16,-0.0136,-0.2661,1.8905,39.02,-1.1123,15,0.1222,0.5082,-0.511,-0.5106,NA,2,4,3,3,3,4,4,4,19,2
55402781,15.33,-0.8469,0.2653,1.8905,68.54,0.2646,15,1.8839,-0.6311,1.7513,-0.8848,1925,3,3,3,1,3,4,4,4,17,3
55405314,16,0.3611,0.0385,-0.687,55.03,-1.0118,12,0.1222,0.409,0.6977,-2.3003,2400,3,3,4,3,3,2,2,2,15,4
55403165,15.92,-1.2865,-0.2661,-0.2006,24.98,1.1793,NA,-1.0985,0.3787,-1.4526,0.5102,1500,2,3,2,2,2,3,2,3,18,3
55406271,16,-0.4684,-0.4112,0.052,20.95,-1.5532,10,-0.4419,0.409,-0.2704,0.5102,2760,3,3,2,3,3,3,3,2,17,3
55406662,15.5,-0.0614,-0.2047,-0.687,26.85,0.7604,15,1.8839,-1.8876,-0.2786,-0.9225,1500,3,3,3,3,3,2,2,2,17,3
55403456,16,2.3693,0.411,-0.1558,68.54,1.1793,15,1.8839,-0.6311,-2.7114,2.0871,1500,4,4,4,4,4,2,2,4,19,1
55405132,15.33,-0.0614,0.411,0.4637,65.12,-1.2793,10,-1.0985,1.2421,-0.2704,0.2464,1800,3,3,3,3,3,3,3,3,16,3
55406442,15.58,0.2569,-0.2661,1.4083,68.54,0.0477,14,1.8839,0.5082,2.0787,0.2751,1925,4,4,4,1,3,3,4,4,18,1
55407003,16.33,-0.0614,-0.733,-0.687,65.12,-0.4903,10,1.0657,-0.0362,-0.2704,0.5102,1375,3,3,3,3,3,2,2,2,15,1
55407880,15.75,-0.4531,2.0054,-0.2006,43.19,1.1793,12,-1.4704,1.2421,-2.7114,0.5102,1265,2,3,3,3,3,3,2,3,15,2
55408042,15.58,-0.8738,0.1956,-0.687,68.7,0.0477,15,-2.4403,1.6792,-2.7114,0.5102,1500,3,3,3,2,2,2,2,2,12,2
55401386,15.67,-0.8109,-0.2047,0.4637,61.82,1.1793,15,-0.4419,-0.0697,1.0445,0.5135,NA,3,3,2,2,3,3,3,3,19,2
55402439,16.08,1.1651,1.1811,0.4637,85.41,1.1793,15,1.2374,-0.524,1.1891,-0.8885,1500,3,4,4,3,4,3,3,3,16,3
55403446,16,-0.8575,-0.1401,1.8905,86.72,0.0477,15,1.8839,-1.8876,2.6131,-0.4747,1500,4,3,2,1,3,4,4,4,17,2
55405766,15.33,-0.5176,0.7262,-0.687,76.49,1.1793,15,-0.825,1.2421,0.0995,-1.2261,1500,3,3,3,2,3,2,2,2,19,3
55405938,16.25,-0.0614,-0.2661,1.0671,72.94,1.1793,15,0.1222,-1.126,0.4627,1.0741,1500,3,3,3,3,3,4,3,4,19,1
55406300,16,0.7872,-0.9792,0.4637,51.56,1.1793,15,0.1222,-0.0697,0.0127,-0.3003,1500,3,4,3,4,3,3,3,3,15,3
55403405,16.08,-0.0813,-0.5707,-1.4869,78.86,0.0477,15,1.8839,-0.0362,1.5482,-0.7358,1500,3,4,2,4,2,2,1,1,12,3
55404048,15.33,-1.6936,0.0385,1.8905,62.39,1.1793,12,0.1222,-1.126,-1.0555,2.0871,1500,2,2,2,1,2,4,4,4,16,2
55405165,16,-0.0614,-0.2661,-0.687,22.77,0.7604,14,0.1222,-0.0697,2.6131,0.0236,NA,3,3,3,3,3,2,2,2,17,1
55407063,15.75,-0.7737,-0.2661,0.052,70.34,1.1793,15,0.1222,-0.524,0.6523,0.7904,1500,3,3,1,3,3,3,3,2,16,1
55407950,15.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA
55400483,15.33,-0.5176,-0.5707,-0.4342,33.76,-0.4396,14,-0.4089,0.409,-1.7421,0.2464,1500,3,3,3,2,3,3,2,2,18,3
55404426,15.83,-0.8273,0.1956,-0.4342,76.65,0.0477,14,0.1222,0.5082,0.2363,-0.62,1500,3,2,3,2,3,3,2,2,17,2
55405760,15.67,-1.1359,0.7871,0.8794,44.14,-3.0862,12,-0.4089,1.6792,-0.3253,0.2719,1500,3,4,2,2,1,3,3,4,15,4
55407890,15.42,-0.096,0.3709,0.1097,50.15,-0.4903,12,-0.4089,1.1604,-0.7637,1.1543,2000,3,4,3,2,3,2,3,3,16,2
55402653,15.92,2.3693,2.0054,1.8905,86.72,1.1793,15,1.8839,-1.8876,0.5572,-2.3003,1350,4,4,4,4,4,4,4,4,18,4
55404384,15.92,0.3308,1.2643,1.8905,73.91,1.1793,12,0.1919,0.0755,0.7568,1.5391,1350,3,4,4,2,3,4,4,4,15,2
55404986,16,-0.115,0.7871,1.1911,77.1,1.1793,15,0.8214,-0.524,-0.2704,1.1847,1350,4,4,2,2,3,2,4,4,18,3
55406572,15.58,-1.4832,-0.9792,-0.687,15.35,-1.1443,12,-0.7391,-0.0697,-0.4556,-0.62,NA,2,2,2,2,2,2,2,2,17,3
55401203,15.75,-0.0614,-0.733,NA,65.12,-1.8813,12,-2.4403,-1.1635,-1.9715,0.5102,1125,3,3,3,3,3,NA,1,1,12,3
55401786,16,1.5024,1.1811,-0.7592,73.91,1.1793,12,0.1222,0.409,0.0995,-2.3003,1530,4,4,4,4,3,3,2,1,17,2
55402191,15.33,-0.0614,0.1956,-0.3799,58.77,-0.6853,12,0.1222,-0.0697,-0.6483,-0.103,NA,3,3,3,3,3,2,2,3,13,4
55403464,15.5,-0.0614,0.1956,-0.4342,50.15,-0.4396,14,0.1222,-0.0697,0.1499,0.5102,2250,3,3,3,3,3,3,2,2,19,2
55400097,15.42,-1.0974,-0.2661,1.0944,52.7,-0.8449,12,0.8214,-0.556,1.7513,2.0871,1500,3,3,2,2,2,4,4,2,17,2
55406578,15.75,-0.0614,0.1956,0.4637,28.48,-0.8532,14,-2.4403,-1.8876,-0.4556,-0.62,1440,3,3,3,3,3,3,3,3,16,2
55400473,15.75,-0.4909,-0.2661,0.4637,19.78,-1.0118,10,1.8839,-1.8876,-1.0555,0.5102,1925,3,2,3,3,3,3,3,3,15,4
55401721,15.83,NA,-0.5707,NA,39.02,1.1793,12,0.1222,-0.0697,-0.2704,0.6463,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA
55402696,15.92,-0.1433,-0.2661,-0.3799,51.56,-0.3487,12,0.1222,0.9065,-0.5959,2.0871,750,4,3,3,2,3,2,2,3,16,2
55407269,15.75,-0.0614,0.1956,-0.13,40.54,-0.8449,15,-1.0985,0.8812,0.1372,-0.62,1375,3,3,3,3,3,2,3,2,12,3
55407271,15.75,-0.0667,2.0054,1.8905,56.64,-0.9386,14,0.1222,-1.126,0.4627,0.3073,1375,4,4,2,1,4,4,4,4,19,2
55407116,16.17,-0.0614,0.1956,-0.687,70.34,-0.2954,15,0.1222,-1.8876,0.4607,0.5102,1650,3,3,3,3,3,2,2,2,17,2
55401377,15.33,NA,-0.5707,0.8794,78.17,-1.0118,12,0.1222,0.5082,0.0127,0.2495,NA,NA,NA,NA,NA,NA,3,3,4,17,2
55406726,15.33,-0.0614,0.1956,-0.687,NA,0.0477,5.5,0.1222,1.2421,0.1372,-0.62,NA,3,3,3,3,3,2,2,2,18,2
55402963,16.25,-1.321,-0.733,-0.3799,54,-0.9779,15,-1.0985,1.9635,-1.4882,-1.7115,1500,3,3,2,1,2,2,2,3,16,4
55404543,15.42,-0.4684,0.7871,-0.4342,70.5,-0.8449,15,0.1222,0.9065,-2.7114,-0.62,NA,3,3,2,3,3,3,2,2,18,3
55407843,15.83,-0.4684,-2.345,-0.3799,26.85,1.1793,15,-0.825,1.6541,-0.5831,0.7551,NA,3,3,2,3,3,2,2,3,12,1
55401181,16.17,-0.4684,-0.2661,-0.3799,74.66,-1.2622,14,0.1222,-1.8876,0.0127,-0.3302,1200,3,3,2,3,3,2,2,3,15,3
55406255,15.33,-0.0614,0.1956,-0.4342,59.89,1.1793,12,0.1222,-0.0697,0.5046,-0.2336,1500,3,3,3,3,3,3,2,2,17,2
55406346,16.17,-1.7374,-0.9792,1.8905,76.49,0.0477,15,1.8839,0.0755,2.6131,2.0871,3000,3,3,1,1,1,4,4,4,17,4
55408001,16.25,0.4793,0.1956,0.8207,76.65,-0.4903,15,1.8839,-1.126,1.4205,2.0871,1500,3,4,2,3,4,4,3,3,19,1
55406787,16.17,0.3693,-0.5707,0.4637,88.31,1.1793,15,0.1222,0.409,0.4627,0.7904,NA,4,4,2,3,3,3,3,3,19,1
55400299,15.67,-0.0614,0.1956,0.4637,75.54,-0.5668,15,0.1222,-0.524,0.5572,0.7551,2400,3,3,3,3,3,3,3,3,15,2
55404989,16.25,-0.0614,-0.2661,-1.8939,39.02,1.1793,12,0.1222,-0.0697,-0.2704,0.2464,1740,3,3,3,3,3,1,1,1,19,1
55407871,16.25,2.3693,-0.8865,-1.8939,58.77,-2.0089,15,-2.4403,2.7752,-2.7114,-0.62,NA,4,4,4,4,4,1,1,1,15,1
55400611,15.67,NA,NA,NA,20.95,1.1793,3,0.1222,0.9065,0.428,0.8945,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA
55400691,15.83,0.3858,0.6314,-0.6133,75.13,1.1793,15,0.1222,-0.524,-0.5784,-0.5068,2255,3,4,3,3,3,1,2,3,17,2
55402440,15.83,0.3858,0.6314,1.8905,70.5,-0.9779,15,0.8214,-0.0697,0.2694,0.2432,1375,3,4,3,3,3,4,4,4,19,2
55402673,15.58,1.2011,1.2643,-1.1858,24.98,NA,14,-0.9323,-0.0697,-1.9715,0.5102,NA,4,4,2,4,4,1,1,3,17,1
55406329,15.83,-1.0491,0.1956,0.4637,65.12,0.0477,15,0.1222,-0.0697,-1.1538,-0.62,1375,2,2,3,2,3,3,3,3,17,2
55406671,15.92,-0.0614,-0.2661,0.8794,73.71,1.1793,10,0.1222,0.795,-0.4934,-0.6163,NA,3,3,3,3,3,3,3,4,18,2
55407553,16.08,-0.0614,0.1956,1.8905,39.02,-0.6853,10,-1.8008,2.101,-2.7316,0.4764,NA,3,3,3,3,3,4,4,4,8,4
55400760,15.42,0.3858,-0.2661,-0.4342,59.35,0.0477,15,0.1222,-0.524,1.2316,-0.3644,1375,3,4,3,3,3,3,2,2,17,1
55406627,16.08,-0.1433,0.7262,-0.4342,68.7,-1.3873,12,0.1222,0.0755,-1.0279,0.1214,1375,4,3,3,2,3,3,2,2,16,2
55401957,15.5,-0.5176,0.2653,-0.2006,81.05,1.1793,15,1.2374,-0.0697,2.6131,-0.3335,1500,3,3,3,2,3,3,2,3,18,1
55405426,15.5,-0.4957,-0.8705,1.4083,50.15,-0.4903,15,0.8214,-1.0064,1.0123,1.0419,NA,3,4,2,2,3,3,4,4,19,3
55401985,15.5,-0.5176,-0.9792,-0.4342,78.86,0.0477,14,0.1222,-0.524,0.0127,0.5102,1250,3,3,3,2,3,3,2,2,18,3
55403104,15.67,-0.8416,-0.9792,1.8905,36.92,-1.6291,14,0.1222,-0.0697,-0.5091,-1.515,1500,4,4,1,1,3,4,4,4,16,1
55404682,15.83,-1.333,0.7871,-0.687,76.65,-1.2049,15,-0.825,1.137,-2.7114,-1.3451,1440,3,2,3,1,2,2,2,2,18,3
55406658,15.75,0.7251,0.7871,0.1097,32.67,1.1793,3,0.1222,-0.1817,0.8628,1.0383,1375,4,4,3,3,3,2,3,3,17,2
55401224,16.17,-1.2865,1.1811,1.4083,76.65,0.7604,12,-0.4089,1.2658,-0.2087,-0.3644,2100,2,3,2,2,2,3,4,4,16,4
55402070,16,0.7872,0.3709,1.4083,58.07,-0.8947,NA,-0.9937,0.439,-1.3214,0.0229,1500,3,4,3,4,3,3,4,4,15,1
55402631,15.33,-0.4957,0.1956,1.8905,65.12,1.1793,15,0.6994,-1.1635,-0.4934,-0.0999,1375,3,4,2,2,3,4,4,4,16,1
55405612,16,-0.5018,0.1956,-0.687,76.65,1.1793,14,-0.4089,0.9065,0.3568,0.2751,NA,3,NA,2,3,3,2,2,2,13,3
55406021,15.5,1.5527,0.1956,-0.2459,62.39,0.0477,15,0.1222,-0.6311,0.1984,-0.9965,1500,4,4,4,3,4,4,2,2,4,1
55406762,16,-0.0485,2.0054,0.5949,17,1.1793,15,0.1222,-1.126,-0.4556,-0.62,1500,3,3,3,3,NA,2,3,4,16,1
55407817,15.42,-1.2714,0.7871,0.4637,82.41,-0.8449,15,0.8214,-0.0697,1.2316,0.5102,1440,3,1,2,2,3,3,3,3,18,2
55400823,16.17,-0.0614,0.1956,1.0944,16.36,0.031,10,-1.0985,0.8812,-0.6146,-1.7115,NA,3,3,3,3,3,4,4,2,17,3
55403989,16,0.4558,0.1956,-0.9295,50.15,0.1806,12,1.0657,-1.8876,-1.9715,-0.62,1620,3,3,3,3,4,1,2,2,15,2
55401243,15.33,-0.8273,-0.4112,1.8905,74.66,0.0477,15,-0.4089,-0.6311,0.9034,1.0383,1440,3,2,3,2,3,4,4,4,16,1
55401475,15.75,-0.1433,-0.2661,-1.059,70.09,-1.2793,15,1.2374,-1.0064,1.5482,0.2464,1440,4,3,3,2,3,3,1,2,17,2
55400954,16,1.1262,2.0054,-0.4342,75.54,1.1793,15,-0.7642,-0.524,-0.9609,0.5102,1500,3,4,4,4,3,3,2,2,18,2
55401242,16,-0.0614,-0.2661,0.4637,50.15,1.1793,15,0.1222,0.409,0.1499,0.2432,1500,3,3,3,3,3,3,3,3,17,2
55401320,15.75,-1.0974,-0.2661,0.4637,82.41,0.0477,12,-0.4089,NA,-0.8604,0.2432,1500,3,3,2,2,2,3,3,3,15,2
55402804,15.83,0.1123,-0.9792,-1.8939,72.94,-1.0527,14,0.0523,-0.416,-2.7114,0.5102,NA,3,3,1,4,4,1,1,1,16,2
55401752,15.83,-0.5787,-1.7009,0.4637,57,0.0477,14,0.1222,-0.0697,-0.7029,-0.103,1560,3,4,3,2,2,3,3,3,17,1
55403777,16,1.1546,-2.345,-1.8939,48.13,0.0477,10,0.1222,-0.0697,-0.4389,0.2464,2100,4,2,4,4,4,1,1,1,18,1
55401679,15.42,0.3858,0.7871,-0.0288,51.01,-1.1827,12,-1.0985,0.795,-1.3158,0.0205,NA,3,4,3,3,3,4,2,3,11,3
55403746,16.25,1.0615,0.3709,-0.2459,82.31,-0.4396,15,1.8839,-1.8876,-0.3571,0.5135,1500,4,4,4,3,3,4,2,2,19,2
55407158,15.5,1.5527,0.3709,0.3335,72.27,0.2646,14,1.0657,-1.126,-1.352,0.2495,1600,4,4,4,3,4,4,3,2,19,2
55404792,16.25,-1.321,NA,0.4637,NA,-0.8243,12,0.1222,-0.524,0.0995,0.5102,1575,3,3,2,1,2,3,3,3,17,3
55405471,16.08,-0.5176,-0.9792,-0.3799,21.13,-0.3792,14,-0.4089,0.409,-0.3253,0.2464,NA,3,3,3,2,3,2,2,3,17,2
55405672,15.33,-0.0614,-0.4112,-0.687,23.57,-0.4903,10,-0.4089,-1.1635,0.8628,0.7586,1500,3,3,3,3,3,2,2,2,17,2
55406655,15.42,1.1268,-0.5707,0.8794,39.02,0.0477,14,1.8839,-1.126,2.6131,0.7551,2160,4,3,4,3,4,3,3,4,13,3
55406792,16.08,0.4269,-1.7664,1.8905,77.1,1.1793,12,1.8839,-1.8876,1.3468,2.0871,1400,3,4,3,2,4,4,4,4,15,1
55401233,15.67,-1.0352,0.1956,0.4637,72.27,0.0477,10,-1.0985,0.795,-0.2704,0.5102,NA,2,3,2,2,3,3,3,3,9,3
55401906,15.33,-1.0746,0.3709,0.9109,76.65,-1.3835,15,1.8839,-0.524,2.6131,-1.0036,2400,3,3,2,1,3,3,4,2,19,1
55401962,16,-0.8308,-0.2661,0.5949,65.12,-0.4396,14,1.2374,-1.0064,-0.7029,2.0871,1500,3,4,2,1,3,2,3,4,12,4
55405083,16,-0.0806,1.1811,0.052,80.92,-0.6853,15,0.6994,-0.524,-0.7637,-0.0999,NA,4,3,2,3,3,3,3,2,16,1
55400165,16,0.3858,-0.733,0.1097,17,-2.9896,10,-0.849,1.2421,-0.3875,0.5102,2700,3,4,3,3,3,2,3,3,15,4
